user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination,magnitude,motion_intensity,vertical_dominance,static_posture
3,Walking,101791371528000,9.0,6.89,-2.07,959.02005,1.0,0.5,0.5,11.522022391924084,0.4007906269706916,0.11525612471518618,0.0
3,Walking,101791451484000,1.08,3.87,-1.04,959.100006,1.0,0.5,0.5,4.1502891465535265,0.13436378688833805,0.1736227044785271,0.0
3,Walking,101791491492000,4.75,6.59,-2.49,959.140014,1.0,0.5,0.5,8.496511048659915,0.29144355756535123,0.18004338393492095,0.0
3,Walking,101791531470000,8.39,9.04,-2.45,959.179992,1.0,0.5,0.5,12.574426428270993,0.4388262791790654,0.12323943661351916,0.0
3,Walking,101791611457000,3.98,3.49,0.72,959.259979,1.0,0.5,0.5,5.3421812024677715,0.17744077076806736,0.08791208790135381,0.0
3,Walking,101791651496000,4.02,2.79,0.38,959.300018,1.0,0.5,0.5,4.908044417076928,0.16175033704709255,0.052851182190145875,0.0
3,Walking,101791691474000,6.51,5.79,2.75,959.339996,1.0,0.5,0.5,9.136011164616646,0.3145561675114109,0.1827242524795532,0.0
3,Walking,101791731635000,8.54,6.13,3.21,959.380157,1.0,0.5,0.5,10.991478517469796,0.38161587887672427,0.17953020133224104,0.0
3,Walking,101791771522000,8.31,8.05,1.04,959.420044,1.0,0.5,0.5,11.616376371313045,0.4042007385063448,0.05977011493909368,0.0
3,Walking,101791851478000,11.95,7.4,5.43,959.5,1.0,0.5,0.5,15.068092115460404,0.5289515519128415,0.21912832928897785,0.0
3,Walking,101791891608000,11.84,8.35,-0.5,959.54013,1.0,0.5,0.5,14.496830688119386,0.5083052029632259,0.024166263894433725,0.0
3,Walking,101791931617000,12.83,10.19,-1.95,959.580139,1.0,0.5,0.5,16.499924242250327,0.5807003735768108,0.07809371245181844,0.0
3,Walking,101791971534000,12.98,15.89,-1.65,959.620056,1.0,0.5,0.5,20.58385289492713,0.7283004249945382,0.05406290956572533,0.0
3,Walking,101792051642000,2.22,3.41,1.46,959.700164,1.0,0.5,0.5,4.322973513682451,0.14060489040285729,0.2059238363602364,0.0
3,Walking,101792091468000,0.84,0.89,-0.84,959.73999,1.0,0.5,0.5,1.48435171034361,0.038012323352579674,0.32684824890005904,1.0
3,Walking,101792131660000,0.53,1.14,-3.41,959.780182,1.0,0.5,0.5,3.6343637682543557,0.11571737583638315,0.6712598423875473,0.0
3,Walking,101792211433000,-1.23,1.08,-2.79,959.859955,1.0,0.5,0.5,3.2347179166041666,0.10127350248081267,0.5470588234221454,0.0
3,Walking,101792251655000,12.07,15.36,14.21,959.900177,1.0,0.5,0.5,24.156543626934713,0.8574234779642125,0.34125840537124746,0.0
3,Walking,101792291450000,9.49,9.47,0.0,959.939972,1.0,0.5,0.5,13.406752030227157,0.4689079265566458,0.0,0.0
3,Walking,101792331519000,12.53,14.21,2.56,959.980041,1.0,0.5,0.5,19.117494605726975,0.675303769741785,0.08737201364889516,0.0
3,Walking,101792371650000,2.03,3.72,-3.34,960.020172,1.0,0.5,0.5,5.395822458161499,0.17937945598317664,0.36743674363394535,0.0
3,Walking,101792451484000,4.63,8.81,-4.9,960.100006,1.0,0.5,0.5,11.093376402159985,0.38529863984018314,0.267175572504516,0.0
3,Walking,101792491492000,7.08,8.62,-0.99,960.140014,1.0,0.5,0.5,11.198700817505573,0.38910524138557534,0.059316956257680235,0.0
3,Walking,101792531470000,7.82,5.09,2.53,960.179992,1.0,0.5,0.5,9.667543638380952,0.333766645247446,0.1638601036163303,0.0
3,Walking,101792571540000,5.86,1.54,6.63,960.220062,1.0,0.5,0.5,8.981542183834579,0.30897339870105645,0.4725588025322481,0.0
3,Walking,101792651465000,5.2,5.22,-1.12,960.299987,1.0,0.5,0.5,7.452704207198887,0.25371862244219695,0.09705372616143383,0.0
3,Walking,101792691444000,5.75,6.24,-0.57,960.339966,1.0,0.5,0.5,8.504410620378112,0.2917290613757617,0.045382165601482304,0.0
3,Walking,101792731635000,9.08,9.62,5.48,960.380157,1.0,0.5,0.5,14.318561380250461,0.501862250295478,0.2266335814629184,0.0
3,Walking,101792771552000,12.41,7.4,3.72,960.420074,1.0,0.5,0.5,14.920003351206057,0.5235993748604822,0.15809604759209112,0.0
3,Walking,101792851569000,12.15,8.69,-0.57,960.500091,1.0,0.5,0.5,14.948695595268505,0.5246363608264666,0.026623073328976034,0.0
3,Walking,101792891578000,10.61,12.95,-3.72,960.5401,1.0,0.5,0.5,17.149723029833453,0.6041851948396852,0.1363636363586377,0.0
3,Walking,101792931647000,8.2,16.21,-2.96,960.580169,1.0,0.5,0.5,18.405588825136782,0.6495742972763889,0.10814760686488317,0.0
3,Walking,101793011603000,0.99,1.95,-0.65,960.660125,1.0,0.5,0.5,2.28146882512122,0.06682147677645481,0.1810584957712929,1.0
3,Walking,101793051490000,1.31,0.31,-1.92,960.700012,1.0,0.5,0.5,2.344909379912153,0.06911432514513857,0.5423728812027195,1.0
3,Walking,101793091590000,2.07,0.95,-3.99,960.740112,1.0,0.5,0.5,4.594289934255347,0.15041072224587562,0.5691868758103871,0.0
3,Walking,100874381476000,-4.94,4.82,-1.04,42.029998,1.0,0.5,0.5,6.979799424052242,0.23662704806751161,0.09629629628737997,0.0
3,Walking,100874421516000,-4.33,9.81,-1.08,42.070038,1.0,0.5,0.5,10.777355890940969,0.3738771269608115,0.07095926412148756,0.0
3,Walking,100874421516000,-4.33,9.81,-1.08,42.070038,1.0,0.5,0.5,10.777355890940969,0.3738771269608115,0.07095926412148756,0.0
3,Walking,100874551581000,1.04,7.59,1.12,42.200103,1.0,0.5,0.5,7.742357522098808,0.26418718049218176,0.11487179486001316,0.0
3,Walking,100874591468000,-0.72,8.62,-0.72,42.23999,1.0,0.5,0.5,8.679930875300792,0.2980726586456258,0.07157057653364109,0.0
3,Walking,100874631568000,-1.61,7.93,0.38,42.28009,1.0,0.5,0.5,8.100703673138526,0.2771384131940898,0.03830645160904169,0.0
3,Walking,100874671638000,-2.83,10.73,5.13,42.32016,1.0,0.5,0.5,12.225330261387624,0.4262093564647218,0.2744783306434201,0.0
3,Walking,100874751502000,0.8,11.99,2.45,42.400024,1.0,0.5,0.5,12.263873776258462,0.42760238392934874,0.1607611548450944,0.0
3,Walking,100874791633000,-2.83,13.57,4.9,42.440155,1.0,0.5,0.5,14.702509989794262,0.5157387989157105,0.23004694834600722,0.0
3,Walking,100874831519000,-2.03,13.1,-2.34,42.480041,1.0,0.5,0.5,13.461296371449519,0.4708792508019139,0.1339439038274789,0.0
3,Walking,100874871589000,-1.18,15.21,-3.91,42.520111,1.0,0.5,0.5,15.748796779436836,0.5535533635378692,0.19261083742893542,0.0
3,Walking,100874951514000,-4.44,11.14,1.92,42.600036,1.0,0.5,0.5,12.144941333740563,0.42330396539077514,0.10971428570801632,0.0
3,Walking,100875001594000,-2.03,3.68,-0.27,42.650116,1.0,0.5,0.5,4.211436809451141,0.13657376628693652,0.04515050166469055,0.0
3,Walking,100875041541000,-1.14,2.03,-2.18,42.690063,1.0,0.5,0.5,3.189498393164668,0.099639192836255,0.4074766354378549,1.0
3,Walking,100875081550000,-1.88,1.88,-2.83,42.730072,1.0,0.5,0.5,3.8830014164303366,0.12470355869516139,0.4294385431821793,0.0
3,Walking,100875121558000,-3.06,1.99,-2.07,42.77008,1.0,0.5,0.5,4.1962602397849444,0.13602525952945263,0.29073033703781875,0.0
3,Walking,100875201545000,-5.79,15.51,15.36,42.850067,1.0,0.5,0.5,22.5834851163411,0.8005704972211414,0.41898527003767094,0.0
3,Walking,100875241523000,3.26,6.44,3.36,42.890045,1.0,0.5,0.5,7.96183395958494,0.2721194281421743,0.2572741194289989,0.0
3,Walking,100875281531000,0.5,14.21,-1.23,42.930053,1.0,0.5,0.5,14.271895459258383,0.5001756654102667,0.0771643663690612,0.0
3,Walking,100875321570000,-6.63,14.79,0.34,42.970092,1.0,0.5,0.5,16.21161928987971,0.5702805476168258,0.015624999999281942,0.0
3,Walking,100875401527000,-4.94,8.5,-1.61,43.050049,1.0,0.5,0.5,9.962213609434402,0.34441651368974646,0.10697674417893842,0.0
3,Walking,100875441535000,-2.87,10.27,-0.69,43.090057,1.0,0.5,0.5,10.685780270995656,0.3705674300091571,0.04989154012654435,0.0
3,Walking,100875481605000,-0.84,9.08,0.11,43.130127,1.0,0.5,0.5,9.119435289534106,0.31395708750229445,0.010967098702794905,0.0
3,Walking,100875521766000,0.15,6.63,0.84,43.170288,1.0,0.5,0.5,6.6846839865471575,0.22596107971829354,0.11023622045797424,0.0
3,Walking,100875603278000,-0.15,7.63,0.46,43.2518,1.0,0.5,0.5,7.645325369138974,0.2606802752585027,0.05582524271167169,0.0
3,Walking,100875641608000,-1.76,10.27,1.57,43.29013,1.0,0.5,0.5,10.53733362857986,0.365202318638027,0.11544117646209992,0.0
3,Walking,100875681617000,-2.37,10.65,3.57,43.330139,1.0,0.5,0.5,11.479734317483135,0.3992622648241714,0.21518987340475046,0.0
3,Walking,100875721534000,0.53,12.07,-0.65,43.370056,1.0,0.5,0.5,12.099103272557022,0.4216473007516549,0.04905660376988252,0.0
3,Walking,100875801612000,-2.34,13.59,2.68,43.450134,1.0,0.5,0.5,14.047992739178078,0.4920834444615092,0.1440085975204724,0.0
3,Walking,100875846259000,-1.08,13.95,-3.68,43.494781,1.0,0.5,0.5,14.467594824296125,0.5072485696646185,0.19668626401941816,0.0
3,Walking,100875884650000,-1.99,15.05,-2.6,43.533172,1.0,0.5,0.5,15.402032333429249,0.5410207131383545,0.132382892050286,0.0
3,Walking,100875921851000,-3.87,15.21,-1.04,43.570373,1.0,0.5,0.5,15.729036842731345,0.5528392061855292,0.051689860832420984,0.0
3,Walking,100876001502000,-1.38,2.98,-0.89,43.650024,1.0,0.5,0.5,3.4024843864447045,0.10733686491453286,0.1695238094915193,0.0
3,Walking,100876041480000,-0.76,1.8,-2.64,43.690002,1.0,0.5,0.5,3.284387309681975,0.10306863789958806,0.5076923075946745,0.0
3,Walking,100876081519000,-1.46,2.41,-2.96,43.730041,1.0,0.5,0.5,4.086722403100069,0.1320663778491184,0.43338213756465854,0.0
3,Walking,100876121528000,-2.68,2.03,-1.95,43.77005,1.0,0.5,0.5,3.886618067163276,0.12483427053651346,0.2927927927488299,0.0
3,Walking,100876201545000,-4.21,16.89,14.98,43.850067,1.0,0.5,0.5,22.965117025610823,0.8143633163963577,0.41518847005501147,0.0
3,Walking,100876241523000,0.19,9.92,4.82,43.890045,1.0,0.5,0.5,11.030634614563208,0.3830310460933496,0.3228399196032927,0.0
3,Walking,100876281562000,-1.57,11.8,2.49,43.930084,1.0,0.5,0.5,12.1616199578839,0.4239067589237914,0.15699873895605304,0.0
3,Walking,100876321570000,-6.97,14.18,-1.88,43.970092,1.0,0.5,0.5,15.911872925586101,0.5594472097834102,0.08163265305767987,0.0
3,Walking,100876401527000,-4.99,8.81,-0.95,44.050049,1.0,0.5,0.5,10.169498512709463,0.35190813878497534,0.06440677965665038,0.0
3,Walking,100876441535000,-3.15,11.54,-1.08,44.090057,1.0,0.5,0.5,12.010849262229543,0.4184576523591399,0.0684844641681367,0.0
3,Walking,100876481513000,-0.38,8.92,-0.53,44.130035,1.0,0.5,0.5,8.943807913858617,0.3076096187082273,0.053916581886681934,0.0
3,Walking,100876521735000,1.12,5.52,2.34,44.170257,1.0,0.5,0.5,6.099213063994403,0.20480117570877324,0.2605790645589555,0.0
3,Walking,100876601569000,-0.89,8.16,-0.65,44.250091,1.0,0.5,0.5,8.234087684740794,0.28195913574953735,0.06701030927144223,0.0
3,Walking,100876641517000,-1.88,9.04,0.65,44.290039,1.0,0.5,0.5,9.256268146504832,0.31890245713094256,0.056179775276043245,0.0
3,Walking,100876681556000,-2.3,10.84,4.48,44.330078,1.0,0.5,0.5,11.952656608469935,0.4163544719616512,0.25425652665980386,0.0
3,Walking,100876721564000,-0.34,11.18,-0.61,44.370086,1.0,0.5,0.5,11.201790035525573,0.3892168909214441,0.05028854080376847,0.0
3,Walking,100876801581000,-1.27,14.18,3.64,44.450103,1.0,0.5,0.5,14.694723542823116,0.5154573836239548,0.1906757464541291,0.0
3,Walking,100876841498000,-2.18,13.33,-2.87,44.49002,1.0,0.5,0.5,13.808627737758737,0.48343239065479254,0.15614798693383308,0.0
3,Walking,100876961371000,-3.87,11.5,2.68,44.609893,1.0,0.5,0.5,12.426153869963143,0.4334674595004375,0.14847645428540296,0.0
3,Walking,100876961371000,-3.87,11.5,2.68,44.609893,1.0,0.5,0.5,12.426153869963143,0.4334674595004375,0.14847645428540296,0.0
3,Walking,100877002051000,-1.14,4.79,0.0,44.650573,1.0,0.5,0.5,4.923789191263167,0.16231937967175403,0.0,0.0
3,Walking,100877041541000,-0.93,2.87,-1.61,44.690063,1.0,0.5,0.5,3.4196344833914636,0.10795669826776773,0.29759704245885454,0.0
3,Walking,100877081550000,-1.69,2.11,-2.37,44.730072,1.0,0.5,0.5,3.5951495101038566,0.11430010658131722,0.38411669361683687,0.0
3,Walking,100877121497000,-2.96,0.99,-2.49,44.770019,1.0,0.5,0.5,3.9927183722371407,0.12866891404187303,0.3866459626728811,0.0
3,Walking,100877201545000,-3.79,17.77,17.5,44.850067,1.0,0.5,0.5,25.226712033081125,0.8961011643800378,0.4480286738236552,0.0
3,Walking,100877241523000,-3.68,10.08,6.43,44.890045,1.0,0.5,0.5,12.509744202021079,0.4364885547151371,0.3184744923071583,0.0
3,Walking,100877281531000,1.12,5.79,2.75,44.930053,1.0,0.5,0.5,6.506996234822946,0.2195391454678987,0.2846790889974452,0.0
3,Walking,100877321509000,-4.02,12.22,-2.15,44.970031,1.0,0.5,0.5,13.042672272199438,0.45574947165322277,0.11691136486585582,0.0
3,Walking,101703851508000,0.69,2.96,-0.08,871.50003,0.5,0.5,0.5,3.0404111564063174,0.09425092930798887,0.021447721173874605,1.0
3,Walking,101703891578000,0.61,0.99,-1.65,871.5401,0.5,0.5,0.5,2.0185886158402857,0.057320543800768106,0.5076923075360946,1.0
3,Walking,101703931525000,0.76,1.61,-3.83,871.580047,0.5,0.5,0.5,4.223576683333689,0.13701252175052533,0.6177419353842352,0.0
3,Walking,101703971656000,-0.11,1.99,-3.34,871.620178,0.5,0.5,0.5,3.889447261501305,0.12493652237910872,0.6139705881224319,0.0
3,Walking,101704051520000,12.91,16.74,17.24,871.700042,0.5,0.5,0.5,27.278440204674457,0.9702540718809763,0.3676690125747991,0.0
3,Walking,101704091468000,5.24,6.02,3.57,871.73999,0.5,0.5,0.5,8.74316304320124,0.30035797556154287,0.24072825352388885,0.0
3,Walking,101704131660000,5.79,5.98,-0.84,871.780182,0.5,0.5,0.5,8.36600860625902,0.2867269797681643,0.06661379856727884,0.0
3,Walking,101704171546000,7.35,16.86,-1.73,871.820068,0.5,0.5,0.5,18.47362985447094,0.6520334145338988,0.06669236699819998,0.0
3,Walking,101704251411000,3.26,5.56,-2.37,871.899933,0.5,0.5,0.5,6.867175547486754,0.2325566317146123,0.21179624662986626,0.0
3,Walking,101704291511000,5.9,6.82,-1.65,871.940033,0.5,0.5,0.5,9.167600558488575,0.3156978613450423,0.11482254696486968,0.0
3,Walking,101704331519000,5.71,6.97,-0.15,871.980041,0.5,0.5,0.5,9.01152040446006,0.31005686202327504,0.011691348401271133,0.0
3,Walking,101704371558000,4.94,4.9,0.23,872.02008,0.5,0.5,0.5,6.961788563293201,0.23597610526213975,0.022840119163570993,0.0
3,Walking,101704451514000,7.4,4.1,2.22,872.100036,0.5,0.5,0.5,8.746336375877616,0.3004726651425892,0.16180758016313357,0.0
3,Walking,101704491584000,7.59,7.7,3.76,872.140106,0.5,0.5,0.5,11.447082597762627,0.39808217674734725,0.19737532807362862,0.0
3,Walking,101704531531000,6.89,8.2,0.61,872.180053,0.5,0.5,0.5,10.727730421668882,0.3720835790222627,0.03885350318223863,0.0
3,Walking,101704571601000,10.0,7.78,0.11,872.220123,0.5,0.5,0.5,12.670457766000407,0.44229701326676407,0.0061486864166490395,0.0
3,Walking,101704651649000,9.15,9.7,2.87,872.300171,0.5,0.5,0.5,13.63999266861973,0.47733763558128384,0.13213627992025154,0.0
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,18.251482131596873,0.644004622136399,0.049621212119332535,0.0
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,18.251482131596873,0.644004622136399,0.049621212119332535,0.0
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,18.251482131596873,0.644004622136399,0.049621212119332535,0.0
3,Walking,101704851508000,0.57,2.83,-0.53,872.50003,0.5,0.5,0.5,2.935080918816379,0.09044411733689181,0.13486005085626973,1.0
3,Walking,101704891761000,0.69,1.12,-2.34,872.540283,0.5,0.5,0.5,2.6844180002376676,0.08138473779888612,0.5638554215508781,1.0
3,Walking,101704931495000,-0.04,1.33,-4.1,872.580017,0.5,0.5,0.5,4.310510410612646,0.14015445289271078,0.7495429614717471,0.0
3,Walking,101704971656000,-1.27,1.92,-3.76,872.620178,0.5,0.5,0.5,4.408729975854724,0.14370427320371337,0.5410071941667616,0.0
3,Walking,101705051520000,9.49,12.53,12.76,872.700042,0.5,0.5,0.5,20.24545875005059,0.7160702913582668,0.36687751580313754,0.0
3,Walking,101705091468000,4.71,5.24,0.27,872.73999,0.5,0.5,0.5,7.050858103805521,0.23919522828740486,0.026418786690174292,0.0
3,Walking,101705131476000,7.7,12.34,0.15,872.779998,0.5,0.5,0.5,14.546068197282729,0.5100847293708253,0.007429420504832619,0.0
3,Walking,101705171516000,3.34,11.54,-0.93,872.820038,0.5,0.5,0.5,12.04956845700293,0.41985702919097045,0.05882352940804406,0.0
3,Walking,101705251502000,6.32,7.74,-2.37,872.900024,0.5,0.5,0.5,10.26970788289521,0.35552987399385555,0.14424832622372197,0.0
3,Walking,101705291511000,6.17,6.78,-0.89,872.940033,0.5,0.5,0.5,9.210287726233096,0.3172406473949011,0.06430635837685648,0.0
3,Walking,101705331519000,5.09,5.43,0.3,872.980041,0.5,0.5,0.5,7.448691160197206,0.253573584172882,0.027726432529784985,0.0
3,Walking,101705413520000,5.33,4.86,1.69,873.062042,0.5,0.5,0.5,7.408414135292384,0.2521179047395481,0.14225589224391785,0.0
3,Walking,101705451545000,6.4,7.27,3.17,873.100067,0.5,0.5,0.5,10.1912609622166,0.3526946703185572,0.18824228027385734,0.0
3,Walking,101705491584000,6.78,7.59,1.53,873.140106,0.5,0.5,0.5,10.29161794860264,0.35632174062523336,0.09622641508828765,0.0
3,Walking,101705531470000,7.65,8.96,1.65,873.179992,0.5,0.5,0.5,11.89649528222493,0.4143247071576022,0.09036144577818393,0.0
3,Walking,101705571479000,12.07,7.27,0.04,873.220001,0.5,0.5,0.5,14.090400987906625,0.49361614990893826,0.0020639834880255945,0.0
3,Walking,101705651588000,8.77,9.53,1.12,873.30011,0.5,0.5,0.5,12.99954614592371,0.4541908209036381,0.05767250257169556,0.0
3,Walking,101705691474000,10.04,11.18,-1.14,873.339996,0.5,0.5,0.5,15.06962507828247,0.529006955767953,0.05098389981882898,0.0
3,Walking,101705731574000,10.34,16.55,-2.3,873.380096,0.5,0.5,0.5,19.649633584369965,0.6945361675843871,0.07879410756838663,0.0
3,Walking,101705811439000,0.0,2.83,0.0,873.459961,0.5,0.5,0.5,2.83,0.08664631616567067,0.0,1.0
3,Walking,101705851508000,-0.27,0.5,-1.27,873.50003,0.5,0.5,0.5,1.3913302986710236,0.03465037305581726,0.622549019302672,1.0
3,Walking,101705891486000,0.04,1.23,-3.79,873.540008,0.5,0.5,0.5,3.9847961051978555,0.12838258998438073,0.7490118575594837,0.0
3,Walking,101705931495000,-0.57,1.27,-3.79,873.580017,0.5,0.5,0.5,4.037561145047837,0.13028960728494277,0.6731793959727923,0.0
3,Walking,101705971564000,1.23,3.57,0.65,873.620086,0.5,0.5,0.5,3.8314879616149127,0.12284177578314168,0.11926605502398788,0.0
3,Walking,101706051520000,2.98,6.85,1.88,873.700042,0.5,0.5,0.5,7.703070816239456,0.2627672928550477,0.16054654140388158,0.0
3,Walking,101706091468000,4.9,7.12,-1.27,873.73999,0.5,0.5,0.5,8.735977335135434,0.3000982719843781,0.09556057185134985,0.0
3,Walking,101706131507000,6.93,11.56,0.27,873.780029,0.5,0.5,0.5,13.480778909247046,0.47158338249108483,0.01439232409304945,0.0
3,Walking,101706171638000,2.53,8.05,-1.5,873.82016,0.5,0.5,0.5,8.570495901638365,0.29411749460795716,0.12417218542018442,0.0
3,Walking,101706251502000,6.36,7.16,-1.08,873.900024,0.5,0.5,0.5,9.637510051875433,0.3326811809091873,0.07397260273465942,0.0
3,Walking,101706291480000,5.6,5.43,-0.65,873.940002,0.5,0.5,0.5,7.827349487534078,0.2672589330949402,0.05565068492674224,0.0
3,Walking,101706331519000,4.82,4.25,-0.08,873.980041,0.5,0.5,0.5,6.426608748010104,0.2166338064681245,0.008743169397951566,0.0
3,Walking,101706371558000,4.48,4.52,0.19,874.02008,0.5,0.5,0.5,6.3668595084232855,0.21447436844038026,0.020674646352483717,0.0
3,Walking,101706451514000,7.46,7.63,1.8,874.100036,0.5,0.5,0.5,10.82166807844336,0.37547864395829816,0.1065719360505286,0.0
3,Walking,101706491492000,7.5,9.11,2.3,874.140014,0.5,0.5,0.5,12.022150390009267,0.4188660941276493,0.12162876784126764,0.0
3,Walking,101706531562000,9.89,7.21,-0.15,874.180084,0.5,0.5,0.5,12.240044934558043,0.42674116950585445,0.008695652173408947,0.0
3,Walking,101706571570000,11.92,7.46,3.98,874.220092,0.5,0.5,0.5,14.614321742728945,0.5125515273181157,0.1703767123214736,0.0
3,Walking,101706651588000,8.85,7.86,-1.61,874.30011,0.5,0.5,0.5,11.945467759782368,0.41609465487713293,0.08788209606507194,0.0
3,Walking,101706691505000,11.14,12.15,-1.12,874.340027,0.5,0.5,0.5,16.522000484202874,0.5814982460972258,0.04588283490184831,0.0
3,Walking,101706731574000,9.47,15.98,-1.31,874.380096,0.5,0.5,0.5,18.62142314647299,0.6573749127220221,0.048953662180532376,0.0
3,Walking,101706811439000,0.8,2.34,0.27,874.459961,0.5,0.5,0.5,2.48766959220874,0.07427391936615188,0.07917888560727893,1.0
3,Walking,100895381660000,-0.34,2.03,-2.37,63.030182,1.0,0.5,0.5,3.1390125836001355,0.09781455075228852,0.49999999989451477,1.0
3,Walking,100895421485000,-2.07,0.38,-2.6,63.070007,1.0,0.5,0.5,3.34504110587598,0.10526076812474458,0.5148514850465641,0.0
3,Walking,100895501502000,-4.52,17.77,17.27,63.150024,1.0,0.5,0.5,25.188414003267457,0.8947170091583275,0.4365520727897737,0.0
3,Walking,100895541541000,-5.83,11.45,6.51,63.190063,1.0,0.5,0.5,14.403871007475733,0.504945483729692,0.27364438838698424,0.0
3,Walking,100895581550000,-3.3,10.99,2.91,63.230072,1.0,0.5,0.5,11.837998141577822,0.4122105220917971,0.16918604650179153,0.0
3,Walking,100895621467000,-4.02,12.03,-2.53,63.269989,1.0,0.5,0.5,12.933762020386798,0.4518132719458829,0.1361679224899802,0.0
3,Walking,100895701514000,-5.79,8.73,-1.27,63.350036,1.0,0.5,0.5,10.552246206377104,0.36574128428528463,0.08043065230649585,0.0
3,Walking,100895743201000,-3.95,11.65,-0.61,63.391723,1.0,0.5,0.5,12.316537662833658,0.4295057453804018,0.037631091916247306,0.0
3,Walking,100895781470000,0.5,9.51,1.65,63.429992,1.0,0.5,0.5,9.665019399877064,0.3336754150216877,0.14150943395012783,0.0
3,Walking,100895821479000,0.23,8.47,0.23,63.470001,1.0,0.5,0.5,8.47624327163868,0.2907110460097205,0.025755879056466303,0.0
3,Walking,100895903571000,-1.57,6.36,-1.27,63.552093,1.0,0.5,0.5,6.6728854328543665,0.22553466014052514,0.13804347824586483,0.0
3,Walking,100895942054000,-3.38,8.96,2.79,63.590576,1.0,0.5,0.5,9.97447241712563,0.34485956762124925,0.1844018506157038,0.0
