user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination,movement_variability,movement_consistency
3,Walking,101791731635000,8.54,6.13,3.21,959.380157,1.0,0.5,0.5,0.6325924871800034,0.6137265139070086
3,Walking,101791771522000,8.31,8.05,1.04,959.420044,1.0,0.5,0.5,0.6459891457465231,0.5889663020182425
3,Walking,101791851478000,11.95,7.4,5.43,959.5,1.0,0.5,0.5,0.6593605395602843,0.6076874444291112
3,Walking,101791891608000,11.84,8.35,-0.5,959.54013,1.0,0.5,0.5,0.6659462614202044,0.6188559681032775
3,Walking,101791931617000,12.83,10.19,-1.95,959.580139,1.0,0.5,0.5,0.6653491735922171,0.6237343654126085
3,Walking,101791971534000,12.98,15.89,-1.65,959.620056,1.0,0.5,0.5,0.6653409351727704,0.6232695594442914
3,Walking,101792051642000,2.22,3.41,1.46,959.700164,1.0,0.5,0.5,0.6648824373825117,0.6227012320488927
3,Walking,101792091468000,0.84,0.89,-0.84,959.73999,1.0,0.5,0.5,0.6657612589728348,0.6213288919203551
3,Walking,101792131660000,0.53,1.14,-3.41,959.780182,1.0,0.5,0.5,0.6651183642081311,0.6198247289572929
3,Walking,101792211433000,-1.23,1.08,-2.79,959.859955,1.0,0.5,0.5,0.6619171133753712,0.6169763058940091
3,Walking,101792251655000,12.07,15.36,14.21,959.900177,1.0,0.5,0.5,0.6605236553618415,0.6109441269330095
3,Walking,101792291450000,9.49,9.47,0.0,959.939972,1.0,0.5,0.5,0.6554844587628403,0.608772774093503
3,Walking,101792331519000,12.53,14.21,2.56,959.980041,1.0,0.5,0.5,0.6582742233742138,0.6182167673694363
3,Walking,101792371650000,2.03,3.72,-3.34,960.020172,1.0,0.5,0.5,0.6513577495397758,0.6069315112315473
3,Walking,101792451484000,4.63,8.81,-4.9,960.100006,1.0,0.5,0.5,0.6411679813038438,0.595172386443246
3,Walking,101792491492000,7.08,8.62,-0.99,960.140014,1.0,0.5,0.5,0.6322352973489028,0.582668485874085
3,Walking,101792531470000,7.82,5.09,2.53,960.179992,1.0,0.5,0.5,0.6300936821573414,0.6356109941271897
3,Walking,101792571540000,5.86,1.54,6.63,960.220062,1.0,0.5,0.5,0.5790366881235463,0.6795732883188536
3,Walking,101792651465000,5.2,5.22,-1.12,960.299987,1.0,0.5,0.5,0.5868593206781574,0.6929368448534201
3,Walking,101792691444000,5.75,6.24,-0.57,960.339966,1.0,0.5,0.5,0.5940102375202585,0.7077888028352822
3,Walking,101792731635000,9.08,9.62,5.48,960.380157,1.0,0.5,0.5,0.6178816301397745,0.6670355816346482
3,Walking,101792771552000,12.41,7.4,3.72,960.420074,1.0,0.5,0.5,0.6183628131872935,0.6498217061131419
3,Walking,101792851569000,12.15,8.69,-0.57,960.500091,1.0,0.5,0.5,0.620420679687642,0.6508853956171116
3,Walking,101792891578000,10.61,12.95,-3.72,960.5401,1.0,0.5,0.5,0.6213260485364881,0.6485837638235483
3,Walking,101792931647000,8.2,16.21,-2.96,960.580169,1.0,0.5,0.5,0.6145261533552233,0.6438250453265478
3,Walking,101793011603000,0.99,1.95,-0.65,960.660125,1.0,0.5,0.5,0.6139621548420262,0.6440638939795852
3,Walking,101793051490000,1.31,0.31,-1.92,960.700012,1.0,0.5,0.5,0.6145298304410847,0.6439895642678157
3,Walking,101793091590000,2.07,0.95,-3.99,960.740112,1.0,0.5,0.5,0.6177104327354381,0.645089648776658
3,Walking,100874381476000,-4.94,4.82,-1.04,42.029998,1.0,0.5,0.5,0.6154197333981182,0.6434918847702056
3,Walking,100874421516000,-4.33,9.81,-1.08,42.070038,1.0,0.5,0.5,0.6121189647652412,0.6368182091526865
3,Walking,100874421516000,-4.33,9.81,-1.08,42.070038,1.0,0.5,0.5,0.6046450412128995,0.6200591982244555
3,Walking,100874551581000,1.04,7.59,1.12,42.200103,1.0,0.5,0.5,0.5827393300319352,0.6507928846067274
3,Walking,100874591468000,-0.72,8.62,-0.72,42.23999,1.0,0.5,0.5,0.5781315471359628,0.6376881113772683
3,Walking,100874631568000,-1.61,7.93,0.38,42.28009,1.0,0.5,0.5,0.563639410007379,0.6222988653927762
3,Walking,100874671638000,-2.83,10.73,5.13,42.32016,1.0,0.5,0.5,0.5571139231528897,0.6098193782350992
3,Walking,100874751502000,0.8,11.99,2.45,42.400024,1.0,0.5,0.5,0.5485015939534216,0.6777185887592594
3,Walking,100874791633000,-2.83,13.57,4.9,42.440155,1.0,0.5,0.5,0.5204199296138046,0.6508734117351898
3,Walking,100874831519000,-2.03,13.1,-2.34,42.480041,1.0,0.5,0.5,0.5313668472786491,0.6639683773920725
3,Walking,100874871589000,-1.18,15.21,-3.91,42.520111,1.0,0.5,0.5,0.5223659032973705,0.707789419413903
3,Walking,100874951514000,-4.44,11.14,1.92,42.600036,1.0,0.5,0.5,0.5263875496494859,0.7238783101195397
3,Walking,100875001594000,-2.03,3.68,-0.27,42.650116,1.0,0.5,0.5,0.5634103492075343,0.6697999726389952
3,Walking,100875041541000,-1.14,2.03,-2.18,42.690063,1.0,0.5,0.5,0.5633570202859624,0.6625574684018573
3,Walking,100875081550000,-1.88,1.88,-2.83,42.730072,1.0,0.5,0.5,0.5638988810308073,0.6625133483261721
3,Walking,100875121558000,-3.06,1.99,-2.07,42.77008,1.0,0.5,0.5,0.5698284710141232,0.663175631934485
3,Walking,100875201545000,-5.79,15.51,15.36,42.850067,1.0,0.5,0.5,0.5676501409099184,0.6584196505504349
3,Walking,100875241523000,3.26,6.44,3.36,42.890045,1.0,0.5,0.5,0.5669889964011072,0.6623642458466232
3,Walking,100875281531000,0.5,14.21,-1.23,42.930053,1.0,0.5,0.5,0.5646705767252964,0.6565975239482095
3,Walking,100875321570000,-6.63,14.79,0.34,42.970092,1.0,0.5,0.5,0.5647163452412486,0.6524421895908818
3,Walking,100875401527000,-4.94,8.5,-1.61,43.050049,1.0,0.5,0.5,0.5610302796067174,0.6456166227661345
3,Walking,100875441535000,-2.87,10.27,-0.69,43.090057,1.0,0.5,0.5,0.5503464368356339,0.6274262406849499
3,Walking,100875481605000,-0.84,9.08,0.11,43.130127,1.0,0.5,0.5,0.5350507482516778,0.6643592364359217
3,Walking,100875521766000,0.15,6.63,0.84,43.170288,1.0,0.5,0.5,0.5207421412919666,0.6435317086414745
3,Walking,100875603278000,-0.15,7.63,0.46,43.2518,1.0,0.5,0.5,0.5099070502515901,0.6268767343057126
3,Walking,100875641608000,-1.76,10.27,1.57,43.29013,1.0,0.5,0.5,0.5038235197147579,0.6239477686252216
3,Walking,100875681617000,-2.37,10.65,3.57,43.330139,1.0,0.5,0.5,0.5011659709408243,0.626939497129504
3,Walking,100875721534000,0.53,12.07,-0.65,43.370056,1.0,0.5,0.5,0.5018741915810859,0.6280900956422454
3,Walking,100875801612000,-2.34,13.59,2.68,43.450134,1.0,0.5,0.5,0.510194834693302,0.6214449000427749
3,Walking,100875846259000,-1.08,13.95,-3.68,43.494781,1.0,0.5,0.5,0.520808629087054,0.6353629586423011
3,Walking,100875884650000,-1.99,15.05,-2.6,43.533172,1.0,0.5,0.5,0.5314575460763457,0.6516239628735239
3,Walking,100875921851000,-3.87,15.21,-1.04,43.570373,1.0,0.5,0.5,0.5399060165766915,0.6690173246677553
3,Walking,100876001502000,-1.38,2.98,-0.89,43.650024,1.0,0.5,0.5,0.5876997271577887,0.6123957665340369
3,Walking,100876041480000,-0.76,1.8,-2.64,43.690002,1.0,0.5,0.5,0.5878841505720372,0.6121801774667667
3,Walking,100876081519000,-1.46,2.41,-2.96,43.730041,1.0,0.5,0.5,0.5877232873533494,0.6047684582851961
3,Walking,100876121528000,-2.68,2.03,-1.95,43.77005,1.0,0.5,0.5,0.5872238769141989,0.5950775140803689
3,Walking,100876201545000,-4.21,16.89,14.98,43.850067,1.0,0.5,0.5,0.5923696794327539,0.5830131680375937
3,Walking,100876241523000,0.19,9.92,4.82,43.890045,1.0,0.5,0.5,0.605298229397646,0.6067825073100892
3,Walking,100876281562000,-1.57,11.8,2.49,43.930084,1.0,0.5,0.5,0.6052689173476181,0.6086680947239224
3,Walking,100876321570000,-6.97,14.18,-1.88,43.970092,1.0,0.5,0.5,0.6033760473227,0.6067411847318539
3,Walking,100876401527000,-4.99,8.81,-0.95,44.050049,1.0,0.5,0.5,0.653346254131181,0.5493491038496608
3,Walking,100876441535000,-3.15,11.54,-1.08,44.090057,1.0,0.5,0.5,0.6461610516303576,0.5628465351420681
3,Walking,100876481513000,-0.38,8.92,-0.53,44.130035,1.0,0.5,0.5,0.6176010741815501,0.5767354187358206
3,Walking,100876521735000,1.12,5.52,2.34,44.170257,1.0,0.5,0.5,0.6295575814731642,0.5733127018253399
3,Walking,100876601569000,-0.89,8.16,-0.65,44.250091,1.0,0.5,0.5,0.6291639596859936,0.5555358450607527
3,Walking,100876641517000,-1.88,9.04,0.65,44.290039,1.0,0.5,0.5,0.6223571950234609,0.5576913047469205
3,Walking,100876681556000,-2.3,10.84,4.48,44.330078,1.0,0.5,0.5,0.6226367203953095,0.558130742247406
3,Walking,100876721564000,-0.34,11.18,-0.61,44.370086,1.0,0.5,0.5,0.6246579870332178,0.5594218906146926
3,Walking,100876801581000,-1.27,14.18,3.64,44.450103,1.0,0.5,0.5,0.6248375312133498,0.5597442136744661
3,Walking,100876841498000,-2.18,13.33,-2.87,44.49002,1.0,0.5,0.5,0.6227137930384941,0.5563650331408221
3,Walking,100876961371000,-3.87,11.5,2.68,44.609893,1.0,0.5,0.5,0.621388175251018,0.5568743224006814
3,Walking,100876961371000,-3.87,11.5,2.68,44.609893,1.0,0.5,0.5,0.6225168437343152,0.5570622476794558
3,Walking,100877002051000,-1.14,4.79,0.0,44.650573,1.0,0.5,0.5,0.6244550378151,0.5588227676963406
3,Walking,100877041541000,-0.93,2.87,-1.61,44.690063,1.0,0.5,0.5,0.6361506807303734,0.5643971685561293
3,Walking,100877081550000,-1.69,2.11,-2.37,44.730072,1.0,0.5,0.5,0.6454522496186001,0.5777674503761908
3,Walking,100877121497000,-2.96,0.99,-2.49,44.770019,1.0,0.5,0.5,0.6539022700958669,0.588821648979632
3,Walking,100877201545000,-3.79,17.77,17.5,44.850067,1.0,0.5,0.5,0.66037999235993,0.5613148906232429
3,Walking,100877241523000,-3.68,10.08,6.43,44.890045,1.0,0.5,0.5,0.6656422028227156,0.5892471688262549
3,Walking,100877281531000,1.12,5.79,2.75,44.930053,1.0,0.5,0.5,0.6634741546174598,0.5884718497483529
3,Walking,100877321509000,-4.02,12.22,-2.15,44.970031,1.0,0.5,0.5,0.6607668060934276,0.586341839075765
3,Walking,101703851508000,0.69,2.96,-0.08,871.50003,0.5,0.5,0.5,0.6719480311397104,0.5553285492601171
3,Walking,101703891578000,0.61,0.99,-1.65,871.5401,0.5,0.5,0.5,0.6659051682046219,0.5719739894410485
3,Walking,101703931525000,0.76,1.61,-3.83,871.580047,0.5,0.5,0.5,0.6389612410032762,0.5671322527604639
3,Walking,101703971656000,-0.11,1.99,-3.34,871.620178,0.5,0.5,0.5,0.6394176046918145,0.5686746810334475
3,Walking,101704051520000,12.91,16.74,17.24,871.700042,0.5,0.5,0.5,0.6388059066122117,0.5660385635636445
3,Walking,101704091468000,5.24,6.02,3.57,871.73999,0.5,0.5,0.5,0.6328221287446639,0.5667911937120306
3,Walking,101704131660000,5.79,5.98,-0.84,871.780182,0.5,0.5,0.5,0.6343466108076559,0.5676799241601233
3,Walking,101704171546000,7.35,16.86,-1.73,871.820068,0.5,0.5,0.5,0.6351395569350514,0.5706367419957039
3,Walking,101704251411000,3.26,5.56,-2.37,871.899933,0.5,0.5,0.5,0.6348709316551839,0.5692389348283877
3,Walking,101704291511000,5.9,6.82,-1.65,871.940033,0.5,0.5,0.5,0.6315831493270204,0.5669844117943615
3,Walking,101704331519000,5.71,6.97,-0.15,871.980041,0.5,0.5,0.5,0.6313238168554131,0.5663974521591545
3,Walking,101704371558000,4.94,4.9,0.23,872.02008,0.5,0.5,0.5,0.6339180482503532,0.5687015687711731
3,Walking,101704451514000,7.4,4.1,2.22,872.100036,0.5,0.5,0.5,0.6347880504280251,0.5711494955615422
3,Walking,101704491584000,7.59,7.7,3.76,872.140106,0.5,0.5,0.5,0.6389250455586913,0.5738007078233793
3,Walking,101704531531000,6.89,8.2,0.61,872.180053,0.5,0.5,0.5,0.6518025651998965,0.5813264180013694
3,Walking,101704571601000,10.0,7.78,0.11,872.220123,0.5,0.5,0.5,0.6608512958643973,0.5549920004512199
3,Walking,101704651649000,9.15,9.7,2.87,872.300171,0.5,0.5,0.5,0.6747537936657155,0.5716294354682793
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,0.68054687795306,0.588905358582309
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,0.6823434076601751,0.5895593925537957
3,Walking,101704771308000,9.66,15.43,-1.31,872.41983,0.5,0.5,0.5,0.6813794157263994,0.5882395391389436
3,Walking,101704851508000,0.57,2.83,-0.53,872.50003,0.5,0.5,0.5,0.6747348422788192,0.5818454805344575
3,Walking,101704891761000,0.69,1.12,-2.34,872.540283,0.5,0.5,0.5,0.6681041711521294,0.6186538251888274
3,Walking,101704931495000,-0.04,1.33,-4.1,872.580017,0.5,0.5,0.5,0.6253098201398357,0.611273749991029
3,Walking,101704971656000,-1.27,1.92,-3.76,872.620178,0.5,0.5,0.5,0.6242239456246436,0.6128392123492762
3,Walking,101705051520000,9.49,12.53,12.76,872.700042,0.5,0.5,0.5,0.6219719218834372,0.6172846526040673
3,Walking,101705091468000,4.71,5.24,0.27,872.73999,0.5,0.5,0.5,0.62068764881053,0.6269687881432902
3,Walking,101705131476000,7.7,12.34,0.15,872.779998,0.5,0.5,0.5,0.6136620702081006,0.6140351296403096
3,Walking,101705171516000,3.34,11.54,-0.93,872.820038,0.5,0.5,0.5,0.6033987599134956,0.604572514298712
3,Walking,101705251502000,6.32,7.74,-2.37,872.900024,0.5,0.5,0.5,0.5965359734994773,0.5921673066559962
3,Walking,101705291511000,6.17,6.78,-0.89,872.940033,0.5,0.5,0.5,0.5889635873816119,0.6512505452542116
3,Walking,101705331519000,5.09,5.43,0.3,872.980041,0.5,0.5,0.5,0.5229187050425402,0.681536289413514
3,Walking,101705413520000,5.33,4.86,1.69,873.062042,0.5,0.5,0.5,0.5276943477996124,0.6839160699179657
3,Walking,101705451545000,6.4,7.27,3.17,873.100067,0.5,0.5,0.5,0.5278271822408069,0.6992781188230387
3,Walking,101705491584000,6.78,7.59,1.53,873.140106,0.5,0.5,0.5,0.5208816938906136,0.7220745552637925
3,Walking,101705531470000,7.65,8.96,1.65,873.179992,0.5,0.5,0.5,0.5352005445869494,0.7363457058629146
3,Walking,101705571479000,12.07,7.27,0.04,873.220001,0.5,0.5,0.5,0.5489175954659566,0.6938239775771787
3,Walking,101705651588000,8.77,9.53,1.12,873.30011,0.5,0.5,0.5,0.5597144787578652,0.7079251356211991
3,Walking,101705691474000,10.04,11.18,-1.14,873.339996,0.5,0.5,0.5,0.5675922784005856,0.7191321150665224
3,Walking,101705731574000,10.34,16.55,-2.3,873.380096,0.5,0.5,0.5,0.6153779501711294,0.6616931424870767
3,Walking,101705811439000,0.0,2.83,0.0,873.459961,0.5,0.5,0.5,0.6184975250082964,0.6697387823440373
3,Walking,101705851508000,-0.27,0.5,-1.27,873.50003,0.5,0.5,0.5,0.6189036719788774,0.6707731933494591
3,Walking,101705891486000,0.04,1.23,-3.79,873.540008,0.5,0.5,0.5,0.6191614632105551,0.6698662541588429
3,Walking,101705931495000,-0.57,1.27,-3.79,873.580017,0.5,0.5,0.5,0.616987729254196,0.6646564234112672
3,Walking,101705971564000,1.23,3.57,0.65,873.620086,0.5,0.5,0.5,0.6047273019557908,0.647978749534352
3,Walking,101706051520000,2.98,6.85,1.88,873.700042,0.5,0.5,0.5,0.5908800895601218,0.628578629649986
3,Walking,101706091468000,4.9,7.12,-1.27,873.73999,0.5,0.5,0.5,0.5764706282828285,0.6576385165181304
3,Walking,101706131507000,6.93,11.56,0.27,873.780029,0.5,0.5,0.5,0.5680916665354352,0.6436518881436086
3,Walking,101706171638000,2.53,8.05,-1.5,873.82016,0.5,0.5,0.5,0.5560823857496285,0.6298100761209389
3,Walking,101706251502000,6.36,7.16,-1.08,873.900024,0.5,0.5,0.5,0.548433417491478,0.618260736775313
3,Walking,101706291480000,5.6,5.43,-0.65,873.940002,0.5,0.5,0.5,0.5407601585334209,0.6529716053994086
3,Walking,101706331519000,4.82,4.25,-0.08,873.980041,0.5,0.5,0.5,0.5235369933271472,0.6769485608670786
3,Walking,101706371558000,4.48,4.52,0.19,874.02008,0.5,0.5,0.5,0.523906934756007,0.6914086844637242
3,Walking,101706451514000,7.46,7.63,1.8,874.100036,0.5,0.5,0.5,0.5220155765434741,0.6930879680887516
3,Walking,101706491492000,7.5,9.11,2.3,874.140014,0.5,0.5,0.5,0.5262085688828785,0.697640964648483
3,Walking,101706531562000,9.89,7.21,-0.15,874.180084,0.5,0.5,0.5,0.5310272434034808,0.6846145341596876
3,Walking,101706571570000,11.92,7.46,3.98,874.220092,0.5,0.5,0.5,0.5418413587208121,0.6927607634059225
3,Walking,101706651588000,8.85,7.86,-1.61,874.30011,0.5,0.5,0.5,0.5503512655433757,0.7036275995699397
3,Walking,101706691505000,11.14,12.15,-1.12,874.340027,0.5,0.5,0.5,0.5582820315350471,0.7159926692965676
3,Walking,101706731574000,9.47,15.98,-1.31,874.380096,0.5,0.5,0.5,0.5947552139567736,0.6663527519420234
3,Walking,101706811439000,0.8,2.34,0.27,874.459961,0.5,0.5,0.5,0.6033471358927007,0.6847050282269022
3,Walking,100895381660000,-0.34,2.03,-2.37,63.030182,1.0,0.5,0.5,0.6029370813764158,0.6821343129000499
3,Walking,100895421485000,-2.07,0.38,-2.6,63.070007,1.0,0.5,0.5,0.6018333049507604,0.6797877259165932
3,Walking,100895501502000,-4.52,17.77,17.27,63.150024,1.0,0.5,0.5,0.6013862417366143,0.6739001749406035
3,Walking,100895541541000,-5.83,11.45,6.51,63.190063,1.0,0.5,0.5,0.5970200483026208,0.6618675942856216
3,Walking,100895581550000,-3.3,10.99,2.91,63.230072,1.0,0.5,0.5,0.5776578321815908,0.6982457858979959
3,Walking,100895621467000,-4.02,12.03,-2.53,63.269989,1.0,0.5,0.5,0.5665563528246961,0.6809523323336452
3,Walking,100895701514000,-5.79,8.73,-1.27,63.350036,1.0,0.5,0.5,0.549746774629855,0.6657237518360593
3,Walking,100895743201000,-3.95,11.65,-0.61,63.391723,1.0,0.5,0.5,0.5424215576024197,0.6546884407251167
3,Walking,100895781470000,0.5,9.51,1.65,63.429992,1.0,0.5,0.5,0.5330120963127837,0.6381466251649047
3,Walking,100895821479000,0.23,8.47,0.23,63.470001,1.0,0.5,0.5,0.5221029121497003,0.6315835074235898
3,Walking,100895903571000,-1.57,6.36,-1.27,63.552093,1.0,0.5,0.5,0.522136643581687,0.6285435346512352
3,Walking,100895942054000,-3.38,8.96,2.79,63.590576,1.0,0.5,0.5,0.5234277937970925,0.6352312403563165
3,Walking,100895982093000,-3.57,10.04,1.92,63.630615,1.0,0.5,0.5,0.5247213794027719,0.6428569295432149
3,Walking,100896021674000,-2.07,11.18,0.8,63.670196,1.0,0.5,0.5,0.5254570713412798,0.6453650871008105
3,Walking,100896101569000,-1.5,14.98,3.34,63.750091,1.0,0.5,0.5,0.5251072819243634,0.6443800996075882
3,Walking,100896141517000,-3.76,13.25,-0.99,63.790039,1.0,0.5,0.5,0.5341129781159597,0.6339733290387435
3,Walking,100896181708000,-3.79,12.41,-3.6,63.83023,1.0,0.5,0.5,0.5420096235236673,0.6445506776734199
3,Walking,100896221534000,-5.43,13.72,-1.95,63.870056,1.0,0.5,0.5,0.5452941949578021,0.6600034520605444
3,Walking,100896301612000,-1.33,5.71,-0.42,63.950134,1.0,0.5,0.5,0.5523597036203604,0.670242208424537
3,Walking,100896341529000,-0.15,2.76,-1.99,63.990051,1.0,0.5,0.5,0.5891231119204505,0.6283612009042706
3,Walking,100896381507000,-0.34,2.91,-1.95,64.030029,1.0,0.5,0.5,0.5916143686447157,0.6368197108372882
3,Walking,100896421607000,-2.18,1.57,-2.41,64.070129,1.0,0.5,0.5,0.5888820080746863,0.6351477541951454
3,Walking,100896501624000,-4.25,15.75,16.36,64.150146,1.0,0.5,0.5,0.5904679527876475,0.6345285889662691
3,Walking,100896541572000,-3.17,13.82,8.96,64.190094,1.0,0.5,0.5,0.5856327259510103,0.6240705061785119
3,Walking,100896581550000,-1.65,10.34,2.83,64.230072,1.0,0.5,0.5,0.5725714711574907,0.6541532505968799
3,Walking,100896621467000,-4.67,12.41,-0.8,64.269989,1.0,0.5,0.5,0.5626387138370653,0.6295690227636414
3,Walking,100896701545000,-5.67,5.86,-0.46,64.350067,1.0,0.5,0.5,0.5547685848748515,0.6181456190196012
3,Walking,100896741523000,-4.94,10.57,-1.46,64.390045,1.0,0.5,0.5,0.5434316291207082,0.6904835922414495
3,Walking,100896781562000,-1.73,9.96,-0.27,64.430084,1.0,0.5,0.5,0.49252313424838984,0.6810270250865487
3,Walking,100896821479000,0.3,8.47,-0.19,64.470001,1.0,0.5,0.5,0.4885750290322165,0.6794264488343771
3,Walking,100896901496000,-1.38,8.05,-1.33,64.550018,1.0,0.5,0.5,0.48907640997674706,0.6780162787208306
3,Walking,100896941566000,-2.45,6.97,0.34,64.590088,1.0,0.5,0.5,0.4910371042452444,0.6809231988775225
3,Walking,100896981544000,-4.56,10.08,2.91,64.630066,1.0,0.5,0.5,0.49474101667447756,0.6862336873455017
3,Walking,100897021644000,-2.3,10.12,1.27,64.670166,1.0,0.5,0.5,0.49727682490863767,0.6923178913834567
3,Walking,100897101508000,-1.46,13.33,3.06,64.75003,1.0,0.5,0.5,0.5032068789240149,0.6976584243615919
3,Walking,100897141639000,-4.02,13.18,2.18,64.790161,1.0,0.5,0.5,0.5028076242398557,0.6873680164984387
3,Walking,100897181617000,-2.6,13.59,-3.87,64.830139,1.0,0.5,0.5,0.5407255898257377,0.6601848626511269
3,Walking,100897221534000,-2.76,13.25,-3.21,64.870056,1.0,0.5,0.5,0.5411687828262793,0.63743815867258
3,Walking,100897301520000,-6.78,9.15,2.75,64.950042,1.0,0.5,0.5,0.546840391865096,0.6398333452587004
3,Walking,100897341529000,-1.95,3.26,-1.5,64.990051,1.0,0.5,0.5,0.5506651942101864,0.6467401081189493
3,Walking,100897381507000,-0.93,2.49,-2.41,65.030029,1.0,0.5,0.5,0.5488032726263885,0.6341721678280704
3,Walking,100897422675000,-1.76,4.33,-1.8,65.071197,1.0,0.5,0.5,0.5668182942597598,0.6409548995232619
3,Walking,100897501319000,-3.17,3.11,2.87,65.149841,1.0,0.5,0.5,0.5815456182024292,0.6620926556128087
3,Walking,100897541511000,-3.79,15.66,17.58,65.190033,1.0,0.5,0.5,0.5804584905388912,0.6568204756948225
3,Walking,100897581519000,-2.45,12.3,7.59,65.230041,1.0,0.5,0.5,0.5854961435958539,0.6514119509424559
3,Walking,100897621589000,-2.68,10.31,1.14,65.270111,1.0,0.5,0.5,0.5785245322911595,0.6448922598222928
3,Walking,100897701514000,-5.79,5.37,-1.54,65.350036,1.0,0.5,0.5,0.5789447942919207,0.6393022437128918
3,Walking,100897741523000,-4.1,6.17,-1.95,65.390045,1.0,0.5,0.5,0.5675632844758377,0.6799544714712112
3,Walking,100897781470000,-4.4,11.5,-1.99,65.429992,1.0,0.5,0.5,0.5496541244330919,0.6633909270042997
3,Walking,100897901282000,-0.23,5.94,0.61,65.549804,1.0,0.5,0.5,0.5620518133286228,0.6892274115656346
3,Walking,100897901282000,-0.23,5.94,0.61,65.549804,1.0,0.5,0.5,0.5775772521995443,0.7102520489513502
3,Walking,100897941840000,-1.73,8.16,-0.23,65.590362,1.0,0.5,0.5,0.6039696137795083,0.735199264426535
